,star_score,reple,date
5559,9,공유는 멋있었고 마동석은 유쾌했고 김의성은 우리 인간의 본성을 관통 했다,2016-07-28 02:16:00
5560,8,좀 허무한감이 있지만 한국 좀비영화의 발판을 만든듯합니다. 보는동안 지루함없이 재밋네요!!,2016-07-28 02:15:00
5561,7,스릴 넘치고 몰입도 최고였습니다. 아쉬운점이 있다면 조금은 뻔하고 예상이 가는 스토리 였습니다.,2016-07-28 01:49:00
5562,8,연상호 감독님 실사 영화로 이름 많이 알리셔서 좋은 애니메이션도  더 많이 만들어주셨음 좋겠네요.정유미씨 연기 참 좋았습니다.,2016-07-28 01:34:00
5563,9,질질끄는거 없고 마지막 결말이 '1년후' 이런거 없이 깔끔하게 끝나서 좋았어요. 눈물 세번 정도 겨우 참음.. ㅜ,2016-07-28 00:39:00
5564,9,맨 마지막에 노래를 부르면서 가고 그다음이 가장 궁금하네여...^^,2016-07-28 00:37:00
5565,10,공유넘 멋있당 좀비가 넘많이나옴 ㅋㅋㅋ,2016-07-27 23:19:00
5566,6,결말이없다 캬아아아아클후후후후하면서 시작햇다가 노래부르면서 끝난다,2016-07-27 22:33:00
5567,6,내용에 육하원칙이 없어서 보는내내 갸우뚱 했지만 한국형 좀비물치고 성공한 영화라 생각됩니다. 다만 징그러운거 싫어하는 분들은 주의를..,2016-07-27 22:25:00
5568,2,소문에 비해 그닥...,2016-07-27 21:56:00
5569,6,왜 다들 내가 본다고 했을 때 말렸눈지 알겠네문화의 날이라서 싸게 본 게 다행이다,2016-07-27 21:53:00
5570,3,"진짜 3점짜리 영화. 공유 훤칠하지만 연기력 딸리고, 딸은 너무 노인네같고, 할머니좀비는혼자착하고, 좀비는 누가뭐라해도 헤드샷인데.. 제대로 죽이지도 못하고. 졸답답. 총도없고 칼도없고. 좀비가 LTE로 뛰는거하나 맘에든다. 공유 울면서 뛸때 아오.. ",2016-07-27 21:47:00
5571,4,모든게 어색한 영화...홍보만 잘된 영화.,2016-07-27 20:51:00
5572,2,하.. 정말 기분나쁜영화 내용은없고 그냥 좀비영화,2016-07-27 20:23:00
5573,3,재미없어요 문화의날이라 오천원주고보ㅏ서 덜화남 ㅋ,2016-07-27 19:57:00
5574,10,딸과 아빠의 끈끈한 정을 느낄수있었다,2016-07-27 18:56:00
5575,7,지루하진 않으나 스토리는 신경쓰지 않은듯하다,2016-07-27 17:50:00
5576,7,스릴은있는데 스토리나 재미는 떨어지는거 같습니다,2016-07-27 17:43:00
5577,3,그냥 솔직히 평점 잘준사람들이 알바생이라고 밖에 생각안날정도로재미는 마동석 배우님께서 연기한것빼고 스토리랑 다른 연출장면들 별로엿다고 생각나는 영화,2016-07-27 17:28:00
5578,6,"재미는있었는데 답답하고, 짜증나고, 억지스럽고... 마동석캐리영화!!",2016-07-27 17:27:00
5579,5,좀비만가득하고 줄거리가 단순해서 정서에 맞지않음,2016-07-27 16:53:00
5580,3,기대많이하고봐서그런지. 정말 돈이너무아깝네요 발명원인도없고 액션두 별로고 마동석 아재랑 공유씨 연기만 쵝오네요 평점 첨 남기네요,2016-07-27 16:13:00
5581,7,몰입도는 높은데. 짜임새가 딱맞아떨어지는 영화는 아니다. 돈이 좀 아까운 영화,2016-07-27 15:32:00
5582,7,26일 회요일 20시 롯데월드타워 15관 k열에 앉은 부부한쌍 갓 유치원은 갔을까 하는 두딸 데려와서 애들 무섭다고 비명지르고 우는데 안 나가고 끝까지 버티더라 민폐는 둘째치고 그 어린것들이 좀비나오고 유혈이 낭자한 영화 보면서 얼마나 무서윘을까ㅠㅜ ,2016-07-27 15:32:00
5583,6,그냥  마동석 영화다마동석 사라지는 순간 스토리가 이상하게진행돼서 짜증났다,2016-07-27 15:17:00
5584,6,재밌는지 모르겠던데..동석이형 멋있어서 본 영화,2016-07-27 14:39:00
5585,4,스트레스 풀라고 영화보러 갔는데 스트레스 받아서 암걸리겠다,2016-07-27 14:13:00
5586,8,마동석이 영화를 살렸다.,2016-07-27 13:52:00
5587,5,전계속웃으면서봤어요 장르 코미디??,2016-07-27 13:44:00
5588,2,시도는 좋았다   연기력  아쉽다,2016-07-27 12:33:00
5589,4,"별로,  점점 고유의 한국적 요소가 사라지고 할루우드식 요소만 가득",2016-07-27 12:32:00
5590,5,댓글보고 어제 봤는데...한국형 좀비물 영화로서는 진화를 한게 맞는것 같다. 하지만...우리가 알던 좀비랑 다름...전체적으로 나쁘진 않지만 어떤 부분에서는 왜 저런 장면을 넣었지? 스트레스도 받았다. 솔직히 아직 멀다는 느낌 받았고...ㅡㅡㅋ ,2016-07-27 12:29:00
5591,6,클리셰 범벅 신선함 제로,2016-07-27 12:28:00
5592,6,후속이 있는건가요? 결말이 뒷이야기가 있는 듯한 느낌...,2016-07-27 12:25:00
5593,6,"정말 긴박하고 다급한 순간에 전~~~~혀긴장감 없는 소희 표정이란,,,,",2016-07-27 12:22:00
5594,2,이슈만 노린 영화역대급 유치함,2016-07-27 12:09:00
5595,6,왜 이리 인기가 많은지 모르겟음...오프닝부터 엔딩까지 허술함 투성이 입니다..좀비영화라는 특성상 외화들이랑 비교가 될수밖에 없으니....딱 6점이 적당한 영화입니다,2016-07-27 12:07:00
5596,6,기대보다 재밌었지만 뻔한 신파는 이제 그만하면 좋겠다,2016-07-27 12:07:00
5597,8,처음엔 유치할거라 생각했는데볼수록 재미있었다.  또 보고싶네 ㅋㅋ,2016-07-27 10:51:00
5598,10,꿀잼입니다.ㅠ 간만에 잼나게 본 영화네요,2016-07-27 10:43:00
5599,10,무섭고감동주는영화였어요 ㅠㅠ,2016-07-27 10:41:00
5600,3,"공유,, 아빠연기는 속상하네요,, 마동석과 정유미가 없었다면 부산행은  부산갔을꺼같아요,, 기승전결도 없이 그냥 전결 영화,,, 아쉽네요,, 좀비표현이나 영상은 좋았던거 같은데,,,,",2016-07-27 10:35:00
5601,5,이게 재밌다고?  너무어설프던데  스토리도 빈약하고그냥 좀비  개떼처럼  달려드는것밖에 생각안난다,2016-07-27 10:34:00
5602,7,재미는있다 한국의 좀비물이라니 무척 신선했다결말이 아쉬운게 흠,2016-07-27 09:27:00
5603,8,한국에서 좀비물을 만들었다해서 기대하지 않고 봤더니 볼만했다.  근데 칸 영화제에 초청받을 정도인가..,2016-07-27 09:15:00
5604,8,긴장감의연속 발암의연속,2016-07-27 09:15:00
5605,5,초반 음~괜찮네중반 오~스릴있네엔딩~ㅡㅁㅡ뭐지? 이게;;;;끝???? 딱요느낌먼가 아쉬움과 깊은 뽝침  허무함이공존함ㅋㅋㅋㅋ,2016-07-27 08:06:00
5606,2,장난하냐 낚였다 후....,2016-07-27 06:10:00
5607,10,좀비영화에 다들 신파신파하는데 신파뿐 아니라 쓰레기같은 직장생활부터 할머니 아이 남자 임산부등 다양한 인물속에 한국사회의 단편이 뭍어나는것 같다.,2016-07-27 03:14:00
5608,9,좀비연기 최고 마블리최고,2016-07-27 02:28:00
5609,10,잼잇어요 마동석 조금나와서 아쉽,2016-07-27 02:20:00
5610,7,재미는 있다. 제일 이해안되는건 걸인아저씨의 존재의미인데 소희나 최우식과 같이 비중있는 조연이긴 해도 단순 승객으로 만났던 얘네와는 달리 첫등장부터 뭔가 떡밥을 가지고있을듯하고 러닝타임의 절반이상을 동행했지만 결국 정유미랑 공유딸의 방패막으로 전락함. ,2016-07-27 02:00:00
5611,9,한국 좀비영화치고는 괜찮았어요   결과 다 알고 봤는데 제가 알던 결과랑 달라서 더 재밌게 봤네요 ㅋㅋ,2016-07-27 01:48:00
5612,7,마동석.. 너무 웃겨요ㅋㅋㅋ공포영활 좋아하지 않는데.. 이 영화는 잔혹하면서 웃기네요. 연기 못하는 마지막칸 생존자들은 다들 그냥 액스트라인지....할머니 분장도 너무 어색하구요..좀비된 사람들 불쌍함... 계속 두들겨 맞고.. ,2016-07-27 01:42:00
5613,9,우리나라좀비영화도 이렇게 잘만들수있구나끝이 조금아쉬움 ㅎㅎ,2016-07-27 01:41:00
5614,10,존잼 장난없다 꼭봐라진짜,2016-07-27 01:36:00
5615,9,마동석씨 연기 좋았구요감동있었어요,2016-07-27 01:31:00
5616,7,내용알고잇어도재밋네요 막판 감동 ㅠ,2016-07-27 01:29:00
5617,10,두시간이 금방가네요..한국영화좀비치고 재밌게 잘봤습ㄴ당,2016-07-27 01:06:00
5618,8,수완이 너무 마음이 아프다ㅜㅠㅜ,2016-07-27 01:06:00
5619,9,수 유 메 가 박 스 로 영 화 보 러 다 녀 왔 음. 부 산 행 잘 만 든 듯. 공 유 도 공 유 지 만 마 동 석 모 냐 .. 그 렇 게 멋 있 어 도 되 냐 이 래 서 사 람 들 이 마 블 리 마 블 리 했 나 보 다. 못 본 분 꼭 보 시 길 ,2016-07-27 01:05:00
5620,8,놀이기구 타는것 같은 스릴이 있음!,2016-07-27 01:02:00
5621,8,줄거리는 없지만. 순간순간 스릴넘치네요 ㅎ,2016-07-27 01:02:00
5622,8,좋은 재료를 버무렸지만 간이 살짝 덜 벤 듯한 느낌. 그래도 머리식히기엔 좋은 영화.,2016-07-27 00:55:00
5623,2,한국 최초로 좀비영화를 제작한건 흥미로웠지만... 왜 좀비가 어떤 경로로 감염된것인지 이해불가.. 또한 왜 부산행인가가 의문인 영화였다.. 그리고 좀비로 변해가는 과정중에 감성팔이는 너무 오글거렸다. 마동석씨는 멋있었다.. 결말이 흐지부지했다... ,2016-07-27 00:19:00
5624,4,스토리x 바이러스 이유설명x그냥 좀비에서 살아남는것밖에 안나온다. 요즘에는 히어로 영화도 철학적인데... 하지만 좀비라는 한국에서도 찍을수있다라는걸 보여주네요. 그리고 영화는 그닥 ..,2016-07-27 00:15:00
5625,5,정말 '한국형' 좀비 영화였다. 좀비물을 즐겨보던 사람이라면 실망할듯,2016-07-27 00:08:00
5626,10,너무 무서웠구요  중간중간 눈시울도 적시그했네요,2016-07-26 23:57:00
5627,10,우리나라도 좀비영화 찍을수있다 재밋다,2016-07-26 22:27:00
5628,10,재밌기만하더만 눈들더럽게높네,2016-07-26 22:20:00
5629,10,역쉬 최고  입니다울다가 웃다가 놀래다가  너무 감동 재미  봤습니다,2016-07-26 22:11:00
5630,8,안소희 하고 심은경하고 역활을  바꿨었으면 몇 백만명은 더 봤을듯하다.,2016-07-26 21:50:00
5631,10,정말 재밌고 잘 만들었네요~~,2016-07-26 21:34:00
5632,5,불필요한 감정신들..소희의 연기..가 몰입도를 방해함..장르의 시도는 좋았으나 이 영화가 벌써 500만이 넘었다니..창피함.. 좀비물이 신선하다는 사람들을 보니..슬퍼짐.. 워킹데드는 차마 입에 올리지 않겠음..13년도에 개봉한 월드워z나 보길.. ,2016-07-26 20:49:00
5633,3,영화라는게 현실성이 떨어지는 허구인건 알겠는데 이건뭐  공포도 아니고  코미디도 아니고 억지 설정에 억지로 짜맞추고...내 주변 대부분 사람들이 다 영 재미없다고 하던데;;;,2016-07-26 19:06:00
5634,9,넘나 재밌음 ㅋㅋㅋㅋ마동석 존멋,2016-07-26 18:23:00
5635,10,재밌었다 다시보고싶다,2016-07-26 18:19:00
5636,9,지루하지도않고 시간빨리감,2016-07-26 18:09:00
5637,8,한국 좀비영화 볼만했음,2016-07-26 18:08:00
5638,10,마동석 짱멋있어요ㅎㅎㅎ공유도 짱,2016-07-26 18:07:00
5639,5,"와,..소희나올때마다 ㅜㅜ거의 눈물나오듯이 웃었어..",2016-07-26 18:06:00
5640,10,별 기대 안하고 예매했는데처음부터 끝까지 눈을뗄수 없을정도로 긴장감 있고 엔딩도 여운있고좋았음다시봐도 재밌을 영화였음,2016-07-26 17:33:00
5641,10,"좀비들의 러쉬하는 모습에서 월드워z이 연상되었고 마지막 공유의 회상씬에서 살짝 신파였지만 시나리오나 배우들 연기, 연출, CG모두 최고 였습니다. 월드워z과 비교하는 사람들이 있는데 좀 정신 나간 사람들인듯.",2016-07-26 17:28:00
5642,8,킬링타임 용으로 시원하게 좋았습니다. 아이의 연기력 굿!,2016-07-26 17:27:00
5643,8,한국영화론 신선한 좀비영화..게임같은 박진감과 드라마같은 감동^^,2016-07-26 17:26:00
5644,10,너무재미있게 보앗내요. 눈물도흘려보고 여름에 딱어울리는 영화인것같아요.,2016-07-26 17:21:00
5645,10,세상에서 제일 한심한 인간들이 바로 재난이나 현대 배경의 판타지 영화에서 왜? 를 찾는 부류들.,2016-07-26 17:10:00
5646,10,저는 좀비물을 좋아하지만 이런 내용있는 영화 좋아합니다. 사람이 좀비보다 더 무섭다는 것을 느낄수있는 좀비물 아닌 좀비물이었습니다.,2016-07-26 17:02:00
5647,9,한국판 블럭버스트 좀비연기한분들 진짜 리얼~하심 인간의 이기심이 비극을 자초한 현실성있는 사태를 풍자,2016-07-26 16:13:00
5648,10,아버지는 위대하다.이기적으로 살지말자.,2016-07-26 16:10:00
5649,10,한국영화의좀비물시작,2016-07-26 16:08:00
5650,10,위기상황에  돌변하는 사람들의 심리를  적나라게 보여준 영화,2016-07-26 16:08:00
5651,10,저도 영화관에서 부산행 보고왔는데 좀 무섭고 왠지 슬픈 그런 영화인것 같네요좀비들이 달려드는것 보니까 최신영화 좀비스쿨과 관련된영화이기도 하죠,2016-07-26 16:04:00
5652,10,스포하는사람들만없었더라면 더 잘됬을텐데요 아쉽네요,2016-07-26 15:59:00
5653,10,스포당할대로 당하고 결말도 알고 보게되서 기대안했다가 엄청재밌게본영화,2016-07-26 15:54:00
5654,8,할머니가 제일 이상함... 왜 그랬지?,2016-07-26 15:28:00
5655,7,첫 좀비 영화 너무 무서워용 ㅠ 꿈에 나올까봐 무서워요끝 마무리가 아쉽고   좀비 나와서 싸우는거 말고는 크게 내용이 없는거 같아요,2016-07-26 14:33:00
5656,6,좀비는 나름 실감나게 연출했지만 정작 전체적인 연출은 그닥.. 때를 잘만난 영화. 스크린 독점의 수혜작,2016-07-26 14:12:00
5657,5,초반엔 악역이 납득갔지만 가면갈수록 좀비가 그냥 악역도와주는영화 적당이 죽을각에는 죽어야하지만 연속극도아니고 너무살렸다,2016-07-26 14:11:00
5658,10,좋았어..공유 훌륭했어.마동석 역쉬..잘 만들어썽~~,2016-07-26 13:30:00
5659,5,마동석이 하드캐리...,2016-07-26 13:30:00
5660,5,소희 연기는 정말 촤악이었습니다...이러면 일럴것이다의 전개방식도 그렇고요....우리나란 이런 스릴러는 쫌 아닌가 봅니다...다음 이런영화는 조금더 잘짜여서 나오길....어째튼 잘봤습니다,2016-07-26 13:04:00
5661,10,긴장되면서 주인공들이 안쓰러운 영화,2016-07-26 12:45:00
5662,7,좀비연기가 수준 이상이었던것 같습니다... 스토리의 연결에 필요한 캐릭터들이 죽는 타이밍이 늦거나 빠른게 아닌가라는 생각도 해봤습니다 그리고 가장 마음에 안드는건 아역배우 였습니다 일로 바뻐서 놀아주지도 못하는 펀드매니저의 딸이 산골소녀라니... ,2016-07-26 12:34:00
5663,4,역시 한국 영화였다....,2016-07-26 12:24:00
5664,5,연기어색해..  긴박한상황인데 다들웃음.. 그럼 말 다한거아니니?,2016-07-26 12:12:00
5665,9,지루하지않은 2시간 멋진공유 &마요미,2016-07-26 12:02:00
5666,10,"스릴과감동까지있어서 재미있게 ""부산행""을 보았던거 같았습니다",2016-07-26 12:01:00
5667,10,또보고싶다호불호가 심하게 갈리는 영화라는건이해하는데 그냥 1차원적으로 생각들면 재미없지만 인간의본성과우리사회의모습도 보여지는영화라처음 시도하신 좀비? 영화에 점수많이드리고싶네요,2016-07-26 12:00:00
5668,10,너무 재밌게 봤어요. 배우분들 연기도 잘 하시고 중간중간 감동도 많이 받았고 진짜 의미있는 영화입니다.최고!!!,2016-07-26 12:00:00
5669,10,잘 봤습니다 재밌게 보고 있다,2016-07-26 11:56:00
5670,10,기대이상영화입니다. 한순간도 긴장을 늦출수 없었던.그리고 마지막 으로 갈 수록 더 눈물이났어요.처음엔 내 가족을지키기 위해 싸우다가 나중엔 같이 살기위해 싸우고. 터널에서 딸래미 노래할때 같이 움. 넘 끔찍했음.  모두 강추 ,2016-07-26 11:55:00
5671,5,쏘쏘 그냥 평범 천만은 아닐거같은데 시기를 잘탄듯,2016-07-26 11:55:00
5672,10,밤새고 개졸린 상태였지만 긴장하며봄 ㅋ,2016-07-26 11:54:00
5673,8,좀비보단 드라마 뭔가 특유에 어색함이 분명있는,2016-07-26 11:41:00
5674,2,기대이하 한국좀비는 아직별로인듯,2016-07-26 11:41:00
5675,10,뭔영화인지도 모르고 봤는데 진짜 시간가는줄 몰랐어요 진짜 스릴넘쳐서 계속 소리지르고 웃기기도하면서 .. (민폐;;)완전 재밌었습니다. 하지만 계속 놀래다보니 진이 다 빠지더라구요..,2016-07-26 11:33:00
